case_id,co2_mol_frac,h2o_ppmv,sox_ppmv,nox_ppmv,dust_mg_Nm3,capacity_factor,affinity_factor_co2,mtc_factor,dax_factor,deactivation_index,opt_tADS,opt_PL,opt_v0,opt_t_press,opt_t_depress,pred_CO2_purity,pred_CO2_recovery,n_CO2_product_calc,n_N2_product_calc,specific_energy_kwh_per_tco2,energy_cost_per_tco2,capex_proxy_cost_per_tco2,fixed_om_cost_per_tco2,adsorbent_cost_per_tco2,unrecovered_cost_per_tco2,purity_penalty_per_tco2,recovery_penalty_per_tco2,uncertainty_penalty_per_tco2,domain_penalty_per_tco2,total_cost_per_tco2
1,0.18,10.0,0.2,3.0,0.02,0.9179341034814047,0.9481191832082901,0.979010657337939,1.0201957370648242,0.25185079726885423,180.0,0.34820675606311235,0.032,20.20284979296149,75.0,0.43135136365890503,0.6519993543624878,0.1215080877960697,0.1601835864005449,500.7739653636706,55085.13619000377,5677.588821519957,1135.5177643039913,1538.4131760703524,26687.192503264094,43926.3046875,15376.0771484375,0.0,61.38773047294225,149487.61802157262
2,0.22,20.0,0.1,2.0,0.01,0.9157252579040828,0.9478142075710465,0.9795078930950258,1.0150968427619895,0.270889496669638,180.0,0.35,0.032,20.143953963614404,25.069932043336614,0.4140302240848541,0.6443653106689453,0.14677233850041158,0.20772434878608861,521.1888931695441,57330.778248649855,4162.8700005044175,832.5740001008835,1169.1942348222626,27595.73517092764,47233.3203125,16337.26953125,0.0,91.19609718739494,154752.93759594247
