,sample_id,tADS,PL,v0,t_press,t_depress,h2o_ppmv,sox_ppmv,nox_ppmv,dust_mg_Nm3,co2_mol_frac,n2_mol_frac_effective,capacity_factor,affinity_factor_co2,mtc_factor,dax_factor,deactivation_index,CO2_purity,CO2_recovery,n_CO2_feed,n_N2_feed,n_CO2_product,n_N2_product,n_CO2_dynamic_product,n_N2_dynamic_product,n_CO2_available,bed_y_CO2_before_blowdown,bed_y_N2_before_blowdown,n_CO2_void_tail,n_N2_void_tail,valid_physics,status_detail,n_cycles,status
10,11,96.96961763497856,0.2693948247596309,0.0188335081058282,31.925435194973296,37.935284583799344,76.52459952296694,0.589707937845623,0.8393909009458154,0.0448009758199045,0.154538828546915,0.8454491236406877,0.8662813456357682,0.9147833249068156,0.9549700821038112,1.0312660501516735,0.4491896106751307,0.1649012212855623,0.6206222426818161,0.0507335996938107,0.2775311173296065,0.0314864004212943,0.1594545773096637,10.117795927956925,0.1545293951738062,10.304633548229951,0.7751581676006849,0.2248418323993151,0.1868376202730301,0.0541939886066658,True,ok,10,ok
11,12,146.50412709425802,0.3191579623854231,0.0317745841455502,46.15034201175578,25.294582892908856,75.1490469034713,0.209338828220547,3.542464353524209,0.0229107233796471,0.1502117033655141,0.8497764438682043,0.8821359871994071,0.9280198863254596,0.9678598264129118,1.0267827919777406,0.4068621507029326,0.3106663629364147,0.6167437971327508,0.1256970462725119,0.7110362165337157,0.0775228736064801,0.1720145171613353,4.778943205164012,0.166581740287447,4.827695925717388,0.4621743286931979,0.537825671306802,0.0487527205533753,0.0567328452313451,True,ok,10,ok
12,13,133.51253774253962,0.2724060469763966,0.0157681973082354,47.0250106434141,33.67739765962701,93.27298262920893,0.341198278748405,9.272937463761895,0.093419060851213,0.2214470989529693,0.7785301146487208,0.8469396667696676,0.911408736976152,0.9528305537455376,1.070435104373798,0.5353914690884727,0.2121664979424777,0.6715410805220821,0.0838061860487984,0.2946027606839423,0.0562792967336447,0.2089807574192173,0.3909501855818575,0.2209224997632178,0.4003029427515709,0.1545243103999521,0.8454756896000479,0.0093527571697134,0.0511733642250747,True,ok,10,ok
13,14,71.32844999108706,0.3093932437937372,0.0304765317240438,65.2403570192587,47.80876576072662,47.76338926390771,0.5790993933563772,1.543326217650526,0.0435464910995056,0.1944571069276641,0.8055331919371496,0.8732765689238602,0.9187253161103984,0.9579348626888932,1.031104844954987,0.4188509201015153,0.2461365313398847,0.6587008135086003,0.0759855679595666,0.3147524130690959,0.0500517554298795,0.1532978049032193,8.758264777625044,0.1448622996177048,8.93679825182899,0.7723273449585215,0.2276726550414785,0.1785334742039458,0.0526294845716936,True,ok,10,ok
14,15,178.92186255906483,0.1544522674643929,0.0226231571393744,52.35360140432552,70.60491421138568,22.85619152445661,0.3705561251694417,9.467694895866911,0.0395038034523033,0.1934256471846512,0.8065680286648755,0.8768921473577088,0.9231942352962774,0.9676276392821976,1.0435852561735588,0.410572688450327,0.3819920543417445,0.688104770518325,0.140735020227441,0.586833536594094,0.0968404387974951,0.1566738364257743,15.176318650639724,0.1511045637909931,15.300477699484407,0.7156323805436687,0.2843676194563312,0.1241590488446833,0.0493365226530167,True,ok,10,ok
15,16,124.02610879487706,0.1961471704742494,0.02486298540276,30.208419852500263,72.01141150582072,97.70624740904886,0.6020239212896907,5.172366704418017,0.0239936937057312,0.1525262326347441,0.8474579822199289,0.8537670420125334,0.9053743659881685,0.9564747881912488,1.0310921194646747,0.5022819381795876,0.223388012216813,0.622339510566087,0.0845499158149073,0.4697230448116392,0.0526187532266532,0.1829299349257944,9.64770738878526,0.1794514537327436,9.695320261663728,0.4711214933644672,0.5288785066355328,0.0476128728784669,0.0534499602740695,True,ok,10,ok
16,17,123.4972075630983,0.1278117558527662,0.0263336777066134,60.20190812133748,57.86561139374008,86.94877164385223,0.8657309993518102,5.933575249272374,0.0884724579877104,0.2133384843806641,0.7866415136713405,0.8310071246683327,0.8934908879749691,0.9408353817734422,1.0613799464108569,0.5729382750138349,0.320187486692643,0.6808637002736031,0.1247199346762643,0.4598358372659145,0.0849172762215634,0.1802938258696244,12.298055558720856,0.181188085797699,12.33173636583358,0.4118157409410385,0.5881842590589614,0.033680807112725,0.0481053019751916,True,ok,10,ok
17,18,177.81434117530455,0.2988135151865255,0.0262248019524171,43.37487353805254,48.49970646013736,66.2103196290302,0.557680721637621,6.729381123906605,0.0565008547755607,0.2314802571301165,0.7685027284266043,0.8538775446140402,0.9087816368090844,0.9547891542808572,1.0480016266815628,0.4983081393386438,0.4542330649918993,0.6829406385532348,0.1940359397332705,0.6441421451075775,0.1325150285837167,0.159218530236093,5.443873797345464,0.1529725535826892,5.488553966239657,0.4676050115524843,0.5323949884475156,0.0446801688941923,0.0508709218562057,True,ok,10,ok
18,19,172.98851502418614,0.1596032180756528,0.0176122459934755,56.49278276462088,64.93042126906172,77.34532626685662,0.6489109055471127,3.440323666464141,0.0978978327997636,0.1908768086573585,0.8091076461076349,0.8486717887363395,0.9081151089318324,0.9454684330975514,1.0603843198303446,0.5114264597098774,0.3065304624806965,0.6647997204690393,0.1045388807423303,0.4430937436700371,0.0694974186956474,0.1572252963429076,14.455806965084784,0.1535692517377391,14.582518408240135,0.71879209305813,0.28120790694187,0.1267114431553531,0.0495724146932414,True,ok,10,ok
19,20,118.9027213253616,0.1892881425387486,0.0193381119237862,53.55775710382154,66.938591987629,87.20484050104122,0.6600113323349083,1.649266759852063,0.0837116166809363,0.2296265031368952,0.7703529402089601,0.8526676086978145,0.909146387558087,0.94667675066334,1.0506752504365842,0.4970773051552787,0.2845644639381972,0.7009262462691546,0.0949126398371566,0.3183852265649623,0.0665267603645544,0.1672577376850789,10.173975742073615,0.1668943014412747,10.218970898944349,0.4811319955531517,0.5188680044468483,0.0449951568707328,0.0485242043162164,True,ok,10,ok
20,21,106.96040460247951,0.2652231110917959,0.019605584704432,34.80534778513024,26.443771325379025,26.33740925440832,0.2339874572766568,2.778812560903328,0.0986540553131495,0.2146389393945892,0.7853547607227186,0.8892091008458101,0.9380450031236868,0.9614314594613842,1.0571202483366149,0.3631037131932842,0.2768655111294607,0.6980375320915609,0.0809061240267753,0.2960233820698393,0.056475511146744,0.1475062376682479,10.330567565582754,0.1433941528786416,10.497736374124624,0.7685145758966393,0.2314854241033607,0.1671688085418699,0.0503531666878531,True,ok,10,ok
21,22,169.78051710545964,0.2706767105143123,0.0287651866178533,65.6448985594956,54.686345392071416,72.85294577675926,0.3576728914133278,1.0845264883395125,0.0321167125592436,0.1913230764797948,0.8086627080883289,0.8800139495783648,0.9253302898591348,0.9629364262225822,1.025943271471618,0.4068139793897878,0.3987986738138558,0.6660878807180972,0.167962360775377,0.7098715371399077,0.1118776929292793,0.1686590798221255,6.461969189395809,0.1616567257381595,6.507769517275579,0.4643271332004608,0.5356728667995392,0.0458003278797699,0.0528377326705207,True,ok,10,ok
22,23,115.95363514171152,0.3324339637605005,0.022299393000363,28.552248208510434,68.74530688170044,6.958360662950495,0.9395968708413948,8.320162382030512,0.0359763048135849,0.2278997174019454,0.7720965864331641,0.8708680481549204,0.9100130653870252,0.9598776148113348,1.0373240690084111,0.3994335545916012,0.3062694271148468,0.6892788823340124,0.1059218455932519,0.3588445391462591,0.0730096913452725,0.1653741788080317,4.767564351435215,0.1595205488805228,4.814712679504245,0.476138317373026,0.523861682626974,0.0471483280690299,0.0518740071405348,True,ok,10,ok
23,24,150.80331482563378,0.2933464198403194,0.0151376548823116,29.071688279181284,41.52267266935884,5.723689110713536,0.1845328919184342,2.2099267539116347,0.0553401563631793,0.2029580292579366,0.7970403230852147,0.9239145839115296,0.9548001059590758,0.9767628632621582,1.0334520402654157,0.2219683533041268,0.2821633079718801,0.7074380779650539,0.0832792010149479,0.3270446735639101,0.0589148779004801,0.1498822131314675,9.456496540356175,0.1444252278270847,9.618135946006586,0.7570816515626254,0.2429183484373746,0.1616394056504081,0.0518638608952577,True,ok,10,ok
24,25,97.85472201464268,0.1760404061995515,0.0300781891790028,67.84696709976582,42.78828835560826,62.70006169498452,0.6805230337751352,0.0030618925515636,0.0028360000890068,0.2448093782387954,0.7551751038665039,0.8735307905177522,0.9138662439263634,0.9600583981895328,1.0102835742062517,0.4185708373746192,0.3936655412711928,0.7336169205322355,0.129522838186733,0.3995199194424093,0.0950201456891461,0.14635263330064,14.06892234354184,0.1418595374227603,14.199192605005782,0.7364999639686928,0.2635000360313072,0.1302702614639427,0.0466072237187724,True,ok,10,ok
25,26,153.25221434079577,0.2950184499449435,0.0130607004759432,36.5983414665952,40.24203662344365,29.198999777038264,0.1025228462359364,4.39996816215984,0.04149522003062,0.1800629787918727,0.819930952612786,0.8985775881610876,0.9405584824852614,0.9727526251779076,1.034856793602739,0.3385660078347122,0.1977530190852359,0.6636033542823456,0.0647842737521976,0.2949903498836339,0.042991061366704,0.1744066884404631,6.049389692792623,0.174063730295991,6.100598003182713,0.4817512847724017,0.5182487152275983,0.0512083103900901,0.0550878470021687,True,ok,10,ok
