sample_id,tADS,PL,v0,t_press,t_depress,co2_mol_frac_wet,o2_mol_frac_wet,h2o_mol_frac_wet,sox_ppmv_raw,nox_ppmv_raw,dust_mg_Nm3_raw,kiln_exit_temp_c,feed_temp_c,dehumidification_efficiency,desulfurization_efficiency,denox_efficiency,dedusting_efficiency,co2_mol_frac_dry,o2_mol_frac_dry,n2_mol_frac_wet,inert_mol_frac_effective,h2o_ppmv_residual,sox_ppmv_residual,nox_ppmv_residual,dust_mg_Nm3_residual,capacity_factor,affinity_factor_co2,mtc_factor,dax_factor,deactivation_index,oxidative_stress_index,cooling_load_index,CO2_purity,CO2_recovery,n_CO2_feed,n_N2_feed,n_CO2_product,n_N2_product,n_CO2_dynamic_product,n_N2_dynamic_product,n_CO2_available,bed_y_CO2_before_blowdown,bed_y_N2_before_blowdown,n_CO2_void_tail,n_N2_void_tail,valid_physics,status_detail,n_cycles,status
42,125.25615550139341,0.27210676386525434,0.027653228683713123,30.455900204736622,52.23931826035103,0.2795238839715412,0.03973236288381149,0.1357542715149379,193.00466812902386,452.93837997150365,12.418922582721132,946.2289680688633,72.92213617879122,0.9715363001137436,0.97157113028853,0.7974843478214548,0.9058151865710947,0.3234310274943668,0.0459734558983108,0.5449894816297094,0.6765689725056332,3864.0688426785605,5.486904563945518,91.72711141662276,1.1696739064416084,0.8383008355623821,0.892292692779724,0.9239855973758248,1.036776290716218,0.4253814503567338,0.7548361967642392,0.8584427235758244,0.4559478549320789,0.7533008457575063,0.18220894143573677,0.38115364887390907,0.13725814968812045,0.1637809893348438,0.5178003558296407,0.1618854847757466,0.5258831111170067,0.1790597213608263,0.8209402786391737,0.008082755287366065,0.037057241725576714,True,ok,10,ok
43,177.2114043449253,0.24221055615970827,0.021401138756589604,47.30703197757385,65.90472222372897,0.23792731198209985,0.020578028879683335,0.09767665238250964,49.593689359469444,448.10641481828304,40.89104804689104,932.4550500499195,78.3281148240525,0.9741335122962427,0.8526046257290291,0.5026341719559597,0.9077259879406081,0.2636829830573786,0.022805603926816152,0.6438180067557072,0.7363170169426214,2526.551927796364,7.309880404617267,200.0,3.773181060599997,0.847346565939205,0.906643433153831,0.9292795601064106,1.0681971512326212,0.3871417425908468,0.6239072883495851,0.9665622964810501,0.43263356878429027,0.7005672424682355,0.16014820686341616,0.44720310950335596,0.11219458766853602,0.14713477501546757,5.789784292143085,0.14284336193881328,5.825193535337759,0.4754474190822964,0.5245525809177036,0.03540924319467406,0.03906638076185222,True,ok,10,ok
44,159.04248208575368,0.1156622253442498,0.010673419732793161,59.147628620340335,45.11110760697214,0.2724338915218418,0.03558798108520881,0.11986028188621894,121.76209580760795,428.42740162436024,99.57290371389452,678.8567289989783,71.15729078451793,0.9925195694398481,0.9521208864171804,0.631702804219759,0.9326769144641819,0.3095348226139507,0.040434467792769394,0.5721178455067304,0.6904651773860493,896.6065155700943,5.829861215254623,157.78861061366695,6.703555113780302,0.8956847365751739,0.9315375441138531,0.9451881772141466,1.073648983474759,0.2629895696399746,0.7938407933675364,0.8231458156903585,0.3602792134350629,0.7927601240906597,0.08589932354923822,0.19161169386663152,0.06809755839619781,0.1209157286789162,17.36725423639386,0.11859305331100155,17.56130201541741,0.8482591211434519,0.15174087885654808,0.1940477790235524,0.03471224746690997,True,ok,10,ok
45,198.25666119361813,0.19032569481328437,0.03510193175803791,49.64604049602808,71.74763490971594,0.2531989904197027,0.026009971387715648,0.09128584139028462,220.58823669615995,296.5281819275754,112.02640639358812,483.8380626068783,44.46681069473529,0.9924503008254023,0.9579105468504217,0.8166414099343908,0.9006683677490863,0.278634362654901,0.02862283055819173,0.6295051968022971,0.721365637345099,689.1806413966875,9.284438253771123,54.37098935295868,10.0,0.9072271032143453,0.9444421445122234,0.9495096175082882,1.063942372680838,0.20060488777600327,0.4495075263213931,0.28933621389470576,0.6526601390938994,0.7753628743138322,0.343636838930506,0.889652679477218,0.26644324715327655,0.14179870174708809,13.17133322950976,0.1292598482167972,13.24379330346975,0.6371705987155776,0.3628294012844224,0.07246007395999127,0.0412615480138692,True,ok,10,ok
46,163.71650214991922,0.17256228930601747,0.024184884991666208,40.97587162151241,73.70485559729494,0.2834854894301223,0.031851740187828055,0.14762961901136779,10.670926787895459,31.37240105911323,38.3639019495791,737.4718813611626,58.090277289698705,0.9545984108682921,0.9484847520540189,0.6352812215558317,0.9311326824223699,0.33258486657093617,0.03736842679925647,0.5370331513706819,0.6674151334290639,4000.0,0.5497154392918457,11.44210379114031,2.6420190190787265,0.8563685036358186,0.9071999984709447,0.9277539465782685,1.0261625215799441,0.35554655004253244,0.4953317118369786,0.5618055457939741,0.5489322857851417,0.797181263747139,0.2237718969666595,0.4490545586499907,0.1783867636149762,0.14658367123534122,11.031028819818593,0.14294074639967372,11.064199478660596,0.4757552932125594,0.5242447067874406,0.03317065884200408,0.036551442656894,True,ok,10,ok
47,99.83994586274613,0.18264084273573317,0.021856305447158386,35.629909506037606,79.93685869033203,0.24859481259269137,0.03479035350307296,0.11554650894739438,186.7056547612594,350.39447306249303,27.918406119946255,470.3828657183691,41.7089137912417,0.9944304953798431,0.8555396847726179,0.470774077159354,0.9555964540546786,0.2810716618878781,0.039335424479661756,0.6010683249568414,0.7189283381121219,643.5368154255169,26.971557741546313,185.43783836475973,1.2396762288671748,0.8755166313235225,0.9064923046872312,0.9688965253541855,1.0386976224155464,0.31596256814701096,0.8270274067506729,0.23417827582483397,0.373869814953898,0.7621853840347355,0.10964576761380401,0.28045320884417363,0.08357040149651057,0.13995767740661152,14.449083685144846,0.13240843856687848,14.590511242552125,0.775752367232056,0.22424763276794402,0.1414275574072802,0.04088262736457497,True,ok,10,ok
48,146.54995029265544,0.14913386478349522,0.014596343819283378,47.49350839595567,81.6998690316459,0.24200358266421967,0.02478131420803673,0.14955865103802085,62.586376139466175,198.77900130665216,90.7849280814029,941.554847742545,55.401356179806896,0.9716813256510216,0.8511377844700427,0.9450737564398486,0.9128981105800233,0.28456234278777875,0.029139357156474095,0.5836564520897227,0.7154376572122212,4000.0,9.316746614112189,10.918183840412832,7.907538766746888,0.8269294088917739,0.8989199003196565,0.9089183323027998,1.051335963881719,0.42321631974359497,0.38060856962940676,0.5080271235961379,0.3665783630457807,0.7410166475697725,0.10428302946462818,0.2621850999547325,0.07727546089229859,0.1335265631285461,16.875569255532888,0.12854824454121047,17.036942228167234,0.8079386042133663,0.19206139578663373,0.16137297263434733,0.038361229683494605,True,ok,10,ok
49,208.4884456119975,0.10878542024674423,0.027946008034527084,22.409295900437304,88.07722411701795,0.25199874380537657,0.033759547613074696,0.12132924018948141,230.90587502241,469.24241786318055,17.084171040955297,570.8863650529848,55.71583748552948,0.9611733827573683,0.9745094938168625,0.5596485760025955,0.9909084400220478,0.2867954134034447,0.03842115745419228,0.5929124683920673,0.7132045865965553,4000.0,5.885907634981523,200.0,0.155321765692439,0.8266946187314513,0.88133799073685,0.9337331621426672,1.041062943822674,0.46302847371179445,0.8398670711749996,0.5143167497105895,0.605689662266574,0.7451893086022027,0.28599927132597813,0.7112247356132589,0.2131235992601394,0.1387457036805804,17.72452890446673,0.13073555343475882,17.82659399164483,0.7292883729626104,0.2707116270373896,0.10206508717810171,0.037886529990124346,True,ok,10,ok
50,132.01470334189202,0.14716287023575053,0.02296401117865109,51.69549591692814,54.0757486026166,0.2841532826917304,0.027502936369647613,0.14611543816863812,73.98159593426317,63.06302575733889,53.69025284627843,938.7184909775037,75.25095733962544,0.9940221606378404,0.8982034869497123,0.44325068363127246,0.9171617317150795,0.3327771637916664,0.03220919735410242,0.5422283427699839,0.6672228362083337,873.4546177036771,7.531068496003332,35.11029647854189,4.4476075695652275,0.9115596748824637,0.9446512312046389,0.9493479816521939,1.0456049652554575,0.19544243717686904,0.4654000035218435,0.9050191467925088,0.4365645193569705,0.8189961914487717,0.16298736756595436,0.32679193612446317,0.13348603329077768,0.17227869877538615,1.2794869416585581,0.17804626973689952,1.2838430690735059,0.11205982570515097,0.8879401742948491,0.004356127414947622,0.03451710291122972,True,ok,10,ok
51,185.55253979274735,0.10468904530246141,0.02037788756481477,49.82665402120939,61.140415770299214,0.2944008157828922,0.03657626353443751,0.11075793800520264,125.19734627581039,164.8493475750248,107.95617395200789,752.4000894861153,70.50594235606751,0.9825957929341661,0.9314902319697461,0.40569587965243326,0.981370035663927,0.3310693773554479,0.04113195393882696,0.5582649826774677,0.6689306226445522,1927.6540872273406,8.57724115135914,97.9706465004454,2.0112196705848002,0.8821447236045209,0.9183968000686783,0.9453290731441906,1.040954072270418,0.29584638131180147,0.6988054411680672,0.8101188471213502,0.5318324345138787,0.8100597769744748,0.20503638417060865,0.4142790771638726,0.16609172763289598,0.14620913416902115,11.047074356889247,0.14619077068724307,11.07636049445898,0.4603157785621184,0.5396842214378816,0.029286137569732744,0.034335704073874214,True,ok,10,ok
52,95.57552815595673,0.11138415497300434,0.02582436041735648,27.920339882405266,72.71656267959185,0.24435126201062188,0.019526075175838424,0.14476815430493178,228.453038963709,397.01882729988245,15.70248792761698,514.3718120553115,65.86977679911291,0.9569804535249314,0.8911633810602722,0.721905749814892,0.9401991311848147,0.2857134743527137,0.022831323779774707,0.5913545085086079,0.7142865256472863,4000.0,24.864056347315994,110.4086530873317,0.9390224206314541,0.8063633476582752,0.8715499183699597,0.9168160161648912,1.0356043207859023,0.48346091060999624,0.4674781313465233,0.7173955359822582,0.3528280344676704,0.7310179654080022,0.11708241858076733,0.29270721015836915,0.08558935141596061,0.1569915748562207,11.226268583022545,0.15531509219976908,11.260133163239125,0.47632433455727113,0.5236756654427288,0.03386458021658013,0.037231053072985514,True,ok,10,ok
53,164.56724684738555,0.12087349312650822,0.032371922445974234,66.3008632216278,77.46868044847724,0.2737750225440708,0.039173288369991434,0.16594317319542157,199.5345173774775,217.0844899472942,101.23701334025506,439.07973923060877,41.36236966582844,0.9685798741926247,0.9036917467334338,0.7117364878836074,0.9760074633822085,0.328245047274479,0.04696716951538103,0.5211085158905162,0.671754952725521,4000.0,19.21682083501216,62.577537498202744,2.428932749641921,0.8217853577855965,0.8756891448291653,0.9274236065006539,1.0260762422392713,0.46083371660796074,0.7175672903026563,0.22724739331656876,0.6452475157131267,0.7925354502719077,0.31295512029538775,0.6404640489927758,0.24802802717820419,0.1363640411958739,16.54807012647798,0.12737069948579705,16.63160341380889,0.6898498483059079,0.3101501516940921,0.08353328733090833,0.03755579826655087,True,ok,10,ok
54,206.13692971990577,0.23759117147310221,0.01581356630968517,21.928353661244163,61.34942877897784,0.27254821165976106,0.00926784511309894,0.15878293904506813,156.23968595743176,75.33567428156243,60.12699052043723,925.3863773983911,43.78520770466673,0.9950155132380776,0.8788222859258791,0.6849247914266633,0.9990396393084947,0.3239927294750419,0.011017186340203653,0.5594010041820718,0.6760072705249581,791.4514576892774,18.93276799198011,23.736403287276243,0.05774359819433917,0.9043806651430658,0.9395299513244038,0.9735746381359776,1.0093632615659298,0.189545989657419,0.15241468705342223,0.27570415409333465,0.5430546780123006,0.814468634335987,0.18756859290109154,0.3913598083781739,0.15276873570447475,0.12854499178912113,11.94461713925551,0.12139877279359029,12.055966701648572,0.7392936236971235,0.2607063763028765,0.11134956239306219,0.03926659176259747,True,ok,10,ok
55,89.47835175866832,0.09168161938853514,0.030533027241368672,39.76833388836714,40.926791709589274,0.2680047077279012,0.021061044851195924,0.10215339292024789,123.20481429891896,78.77727874560564,2.914546831629265,967.7592566173773,34.21758975580121,0.9909521240763636,0.9128401895418133,0.5704166372445221,0.9438607089422851,0.29849721056427114,0.023457286228097483,0.608780854500655,0.7015027894357289,924.2712243208829,10.738508261829862,33.84140831226291,0.163620592882176,0.9129159622044329,0.9427997343400463,0.9804776989085269,1.0075813501135709,0.18356046676249116,0.3421423804669572,0.08435179511602414,0.46723991080676464,0.8191218850854471,0.14934124295970988,0.3509691039189064,0.12232868045416131,0.13948260241108287,19.73961551320345,0.13438020524918212,19.858867373148264,0.751668714197513,0.24833128580248698,0.11925185994481287,0.03939763243445558,True,ok,10,ok
56,161.4347226918294,0.20231249395038037,0.012962142038389624,39.878124985328625,78.67578806721528,0.2354222443629311,0.028422241016315526,0.1712856534890364,136.78805725613105,221.93963566846878,24.575904109183522,428.5801323606998,31.04154840369713,0.9620805073352788,0.8628131041978654,0.30674587969243916,0.9045806118345714,0.28408129454268666,0.034296788918857596,0.5648698611317169,0.7159187054573133,4000.0,18.765528957773274,153.86056688672488,2.3450177337105345,0.8092379871741687,0.8711686952251139,0.9330614081181332,1.0352207930630402,0.49454738701078277,0.7020839239083098,0.020830968073942628,0.36231401722153983,0.7362189470790228,0.10999651821140632,0.277204330012263,0.08098152081996011,0.14253045213924037,9.424362033283426,0.13577430620413924,9.537866347842133,0.7275230924115919,0.27247690758840815,0.11350431455870778,0.04251040956841777,True,ok,10,ok
57,152.07952341335294,0.24778085660866306,0.01096366877006146,72.58943492584879,35.552519066676766,0.2668992179501011,0.02061536889093718,0.09500773819918172,216.25129759824512,243.939897957365,11.525327697877747,600.952618052773,59.28557008648512,0.9696816811987914,0.9088207933988534,0.294042752590952,0.9971657486950225,0.2949187846302751,0.02277960791611107,0.61747767495978,0.7050812153697249,2880.474895304557,19.71762174147644,172.21113889522547,0.0326656750680033,0.8343539906344402,0.8886120946797728,0.9393944708695082,1.0377092272442179,0.41597802160947334,0.5749172621192444,0.5857114017297025,0.32677021905954734,0.7366366406657081,0.08325902363768628,0.19905267699563875,0.061331647477572006,0.12635879644992537,13.287940888200955,0.12174133358287464,13.48781494810304,0.8376783959355772,0.16232160406442275,0.1998740599020849,0.03873070879181429,True,ok,10,ok
58,151.13864766434537,0.14588570477880042,0.030750542888656,32.11456973641003,57.642411101797045,0.24370497079863315,0.0243369203905708,0.11854439696378323,115.0572853751303,125.3180315249236,54.80756547758197,639.958040863871,77.5676672533323,0.990569679439511,0.8949881184458638,0.5083043280881954,0.9513787774687927,0.2764801425723309,0.027609921936783986,0.6134137118470129,0.7235198574276691,1117.9116640183324,12.082382023753633,61.618333713312026,2.6648108374792256,0.9024078459677342,0.9341122837333452,0.9482066470487902,1.0415938711457258,0.2178029078105979,0.448182068230415,0.951353345066646,0.45961686641887417,0.757246823337825,0.20622643572977853,0.5396731931226876,0.1561643133446569,0.18360631901141455,0.6757929041980562,0.18395722220154276,0.6779372551605404,0.05456450209025486,0.9454354979097451,0.0021443509624841737,0.03715502647776469,True,ok,10,ok
